row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
571,37,C,3683,1822,840,25616,1748,14,
572,35,B,5841,21498,1152,22496,1177,17,
573,48,D,2927,4851,528,28142,1391,9,
574,39,D,2956,6302,498,27982,1698,10,
575,47,A,4811,24446,1443,17199,1512,16,
576,37,A,5098,17831,894,16728,1759,16,
577,40,E,7635,39164,1920,29078,1315,20,
578,31,B,6965,16114,1437,22627,1899,16,6
579,41,A,5165,33738,637,20336,1557,19,4
580,27,C,3733,9990,885,26651,1858,15,2
581,60,D,3322,7266,483,28204,1896,13,2
582,35,A,4556,21754,1114,16623,1641,20,3
583,37,D,3206,7232,520,28180,1487,8,2
584,27,A,5704,28438,1179,14833,1746,17,4
585,47,B,7415,16800,1095,22464,1620,18,6
586,48,C,3822,13638,809,26245,1855,15,2
587,40,B,7043,24160,1289,22993,1949,13,6
588,34,B,8078,22955,1110,22576,1605,19,7
589,42,A,5789,9322,1046,17825,1588,20,5
590,36,C,3421,386,987,25440,1607,19,2
591,37,D,2495,5466,511,28061,1926,17,1
592,33,A,5949,27178,748,15404,1916,18,5
593,50,D,2560,4674,579,28101,1643,13,1
594,43,D,2094,3760,538,28041,1605,10,1
595,49,E,8416,46906,2161,29582,1827,21,7
596,44,B,7023,16543,1255,22705,1528,20,6
597,44,D,1762,4322,495,28131,1918,12,0
598,32,B,8000,22424,1265,22894,1689,21,7
599,30,C,3981,5336,954,26097,2000,15,2
600,40,E,7553,38857,1640,28964,1269,18,7
601,39,B,8411,23655,1202,22704,973,20,8
602,47,B,6719,26389,1220,22768,1646,17,6
603,40,C,3062,10493,983,27055,1566,14,2
604,37,C,3620,7332,665,25061,2194,14,2
605,48,E,8923,27532,1927,29397,1601,19,8
606,23,B,8113,20744,1141,22527,1915,15,7
607,43,D,2911,6758,596,27919,1934,12,1
608,39,E,6862,36087,1868,29296,1542,16,6
609,30,C,3357,3320,766,26162,1897,15,2
610,39,D,2854,7463,495,28126,1808,12,2
611,18,A,4963,24235,972,14634,2045,13,3
612,38,D,2746,5835,512,28171,1527,12,2
613,53,B,5815,20312,1134,22774,1742,18,5
614,35,E,8059,20540,2112,29457,1107,20,7
615,32,A,4856,28835,1247,15540,1646,18,4
616,35,B,7994,23274,1175,23240,1438,18,7
617,45,A,5280,27287,545,20693,1650,15,4
618,47,A,5053,30473,1182,19371,1417,15,4
619,44,C,3137,1243,832,26727,1628,11,2
620,47,E,7314,48886,1459,29098,1619,19,6
621,39,B,6441,14045,1093,23068,1394,20,6
622,43,E,7584,80763,1744,29260,1851,16,6
623,37,B,9333,25459,1114,22490,847,19,9
624,29,B,7056,23983,1075,22855,1186,15,6
625,36,B,8377,26045,1114,23261,2116,19,7
626,29,E,8508,35092,1989,29374,1129,18,8
627,45,B,8545,16370,1163,22710,1765,18,7
628,41,A,4637,25615,821,19785,1367,12,4
629,37,E,6827,27382,1329,29053,1766,17,6
630,40,C,3776,14088,697,27200,2130,13,2
631,33,D,1719,4562,487,28225,1500,11,1
632,37,A,5371,22391,1342,14493,1281,16,5
633,51,E,6883,50201,1519,29052,2457,18,5
634,26,C,4174,11703,732,25401,2283,15,2
635,39,D,2216,6632,455,28080,1577,11,1
,54,A,5055,28426,1211,20147,1824,13,4
,35,A,5642,32332,1063,20003,1636,17,5
,38,D,3592,6103,485,28075,1257,10,3
,37,C,3159,6592,714,25241,1380,14,2
,49,A,5766,45701,985,15945,1703,16,5
,42,B,7114,30090,1141,22721,1384,19,6
,45,E,6962,26036,1783,29653,1731,21,6
,60,A,3847,15489,743,21298,1982,16,2
,34,A,5024,13684,924,16266,1408,17,4
,54,D,2780,3025,472,28104,1844,15,1
,53,B,5501,16737,1173,22798,2025,18,4
,51,D,1966,2398,484,28052,1682,13,1
,29,C,3244,10188,784,25278,1772,13,2
,34,D,2225,3536,473,27950,1732,15,1
,55,E,8090,64725,1450,29607,1562,18,7
,40,E,7850,30343,1833,29738,1732,20,7
,51,E,8470,27386,1648,29130,1941,20,7
,59,C,3813,4799,902,27207,1790,16,3
,36,B,8179,28605,1246,22675,2157,18,7
,48,A,5154,25006,967,12953,2099,13,4
,29,D,2462,4136,566,28136,1604,15,1
,59,A,4599,26053,1169,18822,1517,17,4
,31,C,4130,9520,838,25893,963,14,4
,47,E,7760,47984,2003,29034,1738,17,7
660,45,C,3578,2684,574,26848,1409,10,3
661,38,E,6654,63310,2299,29004,1941,17,5
662,38,A,5025,22638,810,18399,1757,19,4
663,20,A,5204,31993,1046,20067,1929,20,4
664,29,B,7420,23186,1195,22606,1715,19,6
665,33,B,7941,26989,1267,22555,1999,20,6
666,38,C,3406,13107,684,24845,1676,13,2
667,47,C,3580,9211,705,26884,1869,13,2
668,59,A,4736,11615,1081,13057,1858,17,3
669,39,A,4960,25567,948,16973,1326,16,4
670,52,B,7698,28575,1109,22788,1425,15,7
671,45,C,3910,7568,828,24990,1208,16,3
672,53,A,4883,16775,1057,19907,1577,14,4
673,31,A,4237,29374,858,14930,1794,18,3
674,31,B,7699,7268,1060,23011,1679,20,7
675,47,D,2010,2376,561,27930,1363,10,1
676,41,A,5480,25157,1362,13849,1980,20,4
677,55,A,4933,17742,1138,15785,1770,18,4
678,43,D,3559,7538,483,28217,2400,11,2
679,49,E,6852,35091,1499,29398,1171,15,6
680,45,A,4866,7970,635,12290,1915,15,3
681,55,D,3604,9652,424,28258,1452,10,3
682,61,C,4114,15372,811,26086,1931,14,3
683,52,E,8095,49769,1695,29042,1823,19,7
684,38,D,1869,3561,512,28264,2096,11,0
685,27,E,8287,22637,2186,29183,1762,18,7
686,30,A,5706,25222,749,16815,1933,17,4
687,44,A,4940,14159,787,19006,2046,15,3
688,34,B,6492,13122,1220,23097,1671,18,5
689,10,B,6570,14034,1298,22816,2243,19,5
690,32,D,2276,4461,436,28036,2014,10,1
691,29,B,5606,15701,1128,22959,1295,18,5
692,54,B,6561,25522,1376,23180,2344,16,5
693,42,E,8148,36454,2302,29632,2096,16,7
694,36,E,7628,50294,1941,29598,1227,21,7
695,75,C,3145,11174,708,26992,1635,15,2
696,22,E,7984,20725,1099,29586,1677,19,7
697,13,A,4421,22129,987,21247,2293,17,3
698,32,A,5063,21651,1220,18125,2080,18,3
699,41,E,7677,82043,1626,29124,1369,16,7
700,46,B,8626,20276,1047,22716,2080,20,7
701,38,D,2646,5934,486,27909,1565,14,2
702,42,C,3361,5785,832,27239,1196,19,3
703,36,C,2725,8364,950,27154,1831,13,1
704,31,D,3186,4645,532,27927,1717,13,2
705,44,D,2882,3707,494,28211,1347,16,2
706,43,D,2488,4601,553,28203,1299,12,2
707,35,D,2354,3075,451,28011,1965,12,1
708,44,B,6658,23636,1091,23154,1463,16,6
709,56,A,4874,33931,829,12827,1386,18,4
710,41,A,4963,39498,1034,20482,1925,11,4
711,54,C,3390,5938,783,26375,1659,8,2
712,43,C,4181,878,823,24889,1799,14,3
713,35,C,3318,12131,899,24412,1585,15,2
714,37,D,1556,2703,480,28017,1911,14,0
715,28,E,8173,53521,1565,28986,1366,23,7
716,34,C,3684,6965,804,25170,1936,13,2
717,39,C,2461,8433,705,25615,1196,14,2
718,22,A,4475,24594,976,21865,1455,17,4
719,46,E,8269,46318,1790,29810,1982,20,7
720,45,A,4391,23043,1387,20891,2459,17,2
721,22,A,5045,13407,1056,15056,2148,14,3
722,31,A,5735,22246,1033,15138,1069,16,5
723,31,C,3339,6286,778,25932,1590,16,2
724,46,B,6265,17024,1154,22983,1672,15,5
725,34,C,4226,1924,671,26169,871,17,4
726,26,B,4728,12463,1188,23125,1865,16,3
727,19,A,5299,32354,600,18952,2039,18,4
728,34,D,3283,6683,585,28126,1719,12,2
729,31,A,4836,25814,1148,15214,1608,15,4
730,63,B,7508,19149,1330,23117,1694,16,6
731,44,D,2652,3893,392,28080,1808,13,1
732,17,C,3265,6726,866,25120,1413,11,2
733,41,C,3081,3984,867,26597,1710,17,2
734,47,B,6247,23809,1169,22573,1670,17,5
735,56,D,2389,2546,543,28006,1497,9,1
736,38,C,3615,3440,855,24655,2033,14,2
737,41,B,7567,26629,1231,23152,1312,18,7
738,51,D,2025,3607,585,28188,1802,12,1
739,20,E,8233,60960,1516,28995,1603,17,7
740,47,C,3815,6377,682,24953,1641,14,3
741,57,E,7552,31740,1383,29253,1724,20,6
742,43,A,5384,26767,1198,13481,1479,18,4
743,27,E,9022,44258,1689,29211,1379,20,8
744,40,E,8350,50356,1519,29489,1621,19,7
745,50,C,4145,15012,965,27113,1582,13,3
746,36,A,4816,23697,1052,18072,1914,18,3
747,35,A,5117,34627,1141,12214,1416,19,4
748,42,A,4441,37864,983,12352,1593,13,3
749,39,D,3126,5192,536,27928,2034,16,2
750,42,C,3697,4328,884,24837,1482,15,3
751,45,E,8930,68222,1851,29507,1883,19,8
752,50,D,1927,3946,568,28124,1525,13,1
753,45,C,3228,3634,1021,27217,1183,20,3
754,50,C,3360,3743,971,24468,1841,14,2
755,50,E,7879,30732,1691,29236,1550,18,7
756,40,E,7702,52377,1423,29290,1439,20,7
757,41,A,5699,54766,930,15911,1884,16,4
758,46,C,3643,6153,938,25679,1538,13,3
759,19,C,3518,5157,857,26303,1366,15,3
760,34,C,4311,6115,814,25882,1642,12,3
761,48,D,1517,2837,559,28056,2115,14,0
762,32,A,4685,19271,1088,13445,949,17,4
763,45,A,5395,29744,1131,19468,1441,17,4
764,40,D,1888,3919,495,28014,1742,12,1
765,40,A,5203,26424,1178,19020,1973,20,4
766,37,B,8647,31923,1093,23101,1822,17,7
767,26,E,9830,61998,1476,29559,2275,19,8
768,51,B,6305,13807,1071,23032,1487,18,5
769,24,C,2362,1810,929,24478,1224,18,2
770,40,A,4298,19236,1049,15806,2109,17,3
771,23,D,2686,4982,520,28237,1422,12,2
772,29,B,6914,17882,1128,22570,1304,19,6
773,46,D,1343,2737,497,28090,2132,12,0
774,22,E,8548,51840,2204,29421,1815,15,7
775,37,B,6218,19555,1256,22945,1400,17,5
776,41,E,8248,44118,1622,29543,1557,18,7
777,41,D,1794,3806,440,28242,1145,12,1
778,42,D,1747,3741,559,28243,1640,14,1
779,39,C,3117,2560,825,25131,1527,9,2
780,50,C,3759,1013,685,24592,1212,12,3
781,48,E,6277,33379,1417,29199,1812,22,5
782,42,E,8268,86940,1953,28983,2003,20,7
783,35,C,3358,3722,697,24377,1924,11,2
784,49,A,5582,29501,612,12164,1759,16,4
785,40,A,4066,32859,906,13981,2049,18,3
786,51,B,7766,40163,1181,22518,1411,16,7
787,56,C,3297,9469,789,25202,1694,18,2
788,35,D,2130,2780,481,28108,1566,15,1
789,42,C,3362,9611,795,27031,1839,14,2
790,34,E,7644,69711,2057,29038,1990,17,6
791,58,E,7170,19797,1203,29345,2137,19,6
792,31,E,8666,70492,1729,28923,1849,17,7
793,41,C,3559,4099,799,26805,1968,15,2
794,52,C,3169,2549,773,24500,1322,13,2
795,34,C,3117,10723,720,26298,1426,15,2
796,54,C,3278,9991,885,25153,1265,15,3
797,21,A,5356,15722,1175,17894,1213,15,5
798,54,B,5601,23140,1032,22578,1447,21,5
799,51,D,2466,3568,475,28100,1857,12,1
800,29,D,2182,5041,521,28231,1678,10,1
801,28,C,3684,10340,737,24978,1602,11,3
802,40,D,3053,8291,545,28101,1541,11,2
803,29,C,3597,6554,800,24374,2223,16,2
804,40,D,3842,7381,428,28062,897,14,3
805,44,E,8477,31876,1862,29064,1379,20,8
806,45,C,3439,4489,735,25065,1489,17,2
807,35,B,6059,21858,1268,22858,1187,15,5
808,37,E,7368,33763,1889,29239,2474,18,5
809,43,D,1510,3338,494,28236,1997,12,0
810,39,E,8956,49404,2517,29687,2016,18,7
811,41,B,6374,24341,991,23262,1118,19,6
812,43,A,4208,19829,726,13885,1184,20,4
813,49,A,5460,16442,1286,15458,1172,17,5
814,42,D,3173,7299,534,28242,1718,14,2
815,66,E,9364,70433,1252,29065,1775,22,8
816,39,C,3201,13791,749,25956,1623,12,2
817,58,A,5199,27966,1203,12236,1949,17,4
818,42,D,2459,5049,546,27907,1708,12,1
819,42,E,7583,12352,2150,28895,1497,17,7
820,48,E,8089,23809,1853,29781,1881,19,7
821,34,C,3494,15167,876,26768,1772,14,2
822,45,E,9057,8624,2031,29160,1756,23,8
823,55,D,1113,1983,394,28104,1044,16,1
824,18,E,6897,55933,1630,29670,1664,19,6
825,31,D,3403,5495,525,28171,1465,9,2
826,35,D,2538,6712,538,28185,1121,12,2
827,50,D,3762,7839,478,28129,1415,17,3
828,38,A,3999,21350,696,12266,1407,19,3
829,31,A,4934,24702,1002,12140,1233,14,4
830,34,E,8161,51867,1765,29005,1883,19,7
831,58,E,7461,8829,1445,29559,1931,15,6
832,41,E,8075,19010,1685,29521,1755,17,7
833,52,A,5073,36441,1152,15911,1638,16,4
834,32,E,8383,40375,1138,29171,1808,20,7
835,37,D,2197,5779,556,28076,1992,15,1
836,42,E,8425,74734,1631,29209,1105,16,8
837,46,D,1896,3547,462,28269,1363,14,1
838,31,E,8487,6554,1267,29007,1674,18,7
839,45,D,2568,5342,410,28269,1747,12,1
840,66,E,7938,56384,1480,29499,1892,16,7
841,39,C,3586,3270,762,24559,1876,16,2
842,35,A,5046,13863,1097,17550,1538,17,4
843,46,B,5686,23134,1202,22447,1828,18,4
844,51,E,7843,50048,1385,29177,2182,18,6
845,28,D,2110,5106,506,28165,2141,13,0
846,51,C,3425,9216,807,25425,1744,17,2
847,27,D,2393,4286,529,28270,1757,11,1
848,41,C,3954,12078,762,25647,1498,16,3
849,21,D,2930,3921,463,27933,1565,13,2
850,53,C,3403,13544,789,24892,1359,14,3
851,41,E,7065,48878,2160,28937,1681,14,6
852,39,D,2522,5368,538,27945,2432,13,1
853,23,A,5186,16655,991,19067,1956,18,4
854,44,E,8209,85715,1718,29761,1831,19,7
855,28,A,4581,23458,911,20969,1551,16,4
856,37,B,6556,28138,1218,22874,1545,19,6
857,51,E,8496,37996,2130,29845,1017,21,8
858,46,C,3464,9775,844,25428,1512,14,2
859,31,A,4930,35179,1098,21724,1804,18,4
860,19,D,1961,2948,584,28010,1158,13,1
861,41,D,2382,3987,509,27982,1860,13,1
862,44,E,8303,46262,1669,29159,1360,14,7
863,37,E,8220,21765,2011,28913,1608,19,7
864,57,D,1322,4067,570,28257,1907,15,0
865,53,A,4868,26979,799,16431,1823,14,4
866,36,C,3508,12616,790,25375,2242,15,2
867,48,E,7509,54335,1832,29368,1520,19,6
868,51,A,5182,32921,839,14607,1965,15,4
869,24,A,4693,18818,1184,19837,2057,14,3
870,37,C,3263,4548,735,24465,1416,12,2
871,45,C,4001,4365,761,25515,2072,14,2
872,32,E,7839,65823,2226,29651,1962,19,6
873,36,D,1720,2630,486,28144,1753,13,0
874,40,A,5552,29369,852,15919,1597,15,4
875,25,B,9005,16293,1356,22501,1584,19,8
876,48,C,3532,249,958,25807,1595,13,2
877,49,A,5807,29923,624,13888,1689,18,5
878,54,C,3142,8397,873,25035,2161,14,1
879,35,A,3941,26033,860,14590,1161,16,3
880,29,D,2820,6764,534,28119,1514,9,2
881,45,D,3089,5493,523,28085,1745,14,2
882,49,D,3253,5154,542,27996,2123,14,2
883,33,D,2067,3979,528,28221,1734,13,1
884,32,E,8774,18183,1869,29329,1612,17,8
885,43,D,2373,5614,478,28265,1178,11,2
886,38,A,4230,25144,847,17564,1743,15,3
887,51,C,3457,9072,785,27046,1517,15,2
888,48,D,2597,5181,454,28206,1189,14,2
889,34,E,9113,28779,1746,29380,2007,20,8
890,40,A,5346,12618,920,15413,1662,19,4
891,52,D,2186,3908,469,28163,1981,9,1
892,47,C,4014,11486,756,26251,1674,13,3
893,42,C,3650,12237,899,24807,1149,18,3
894,47,B,5040,15338,1147,22868,2094,15,3
895,45,C,3717,8962,781,24280,1948,15,2
896,39,D,2558,4714,404,28147,1115,12,2
897,36,C,4072,5322,745,25628,1217,13,3
898,35,A,5394,35149,1218,18951,2158,18,4
899,34,A,5112,22228,1090,18732,1544,16,4
900,43,C,4271,14392,649,25362,1750,13,3
901,39,C,3493,7458,779,24805,1368,14,3
902,55,B,7691,30668,1308,22789,1547,20,7
903,32,D,3702,6791,541,27931,1827,10,2
904,47,B,6274,29756,1171,22647,956,19,6
905,49,C,3873,4688,762,26613,1989,14,2
906,45,E,7578,55301,1666,29819,1733,18,6
907,31,A,5235,26118,1007,20973,1998,16,4
908,41,E,6861,24440,2219,29258,2324,18,5
909,51,A,5035,13122,1275,14017,1023,20,5
910,34,B,6035,15030,1267,23006,997,16,6
911,51,E,9056,51677,2015,29226,1484,18,8
912,42,D,3077,4253,403,28191,1405,9,2
913,41,B,6748,14807,1193,23131,1587,20,6
914,36,D,1600,3482,457,28110,1901,13,0
915,24,A,5468,14261,1065,17196,1588,15,4
916,65,B,6910,17156,1231,22950,1222,15,6
917,41,B,7755,32679,1188,22972,1988,15,6
918,64,C,3033,1554,688,24598,2012,18,2
919,50,D,2554,4902,480,27993,1582,11,1
920,28,E,7167,77471,1347,29793,1233,18,6
921,40,A,4255,19735,976,21466,1478,18,3
922,46,A,4821,26234,1523,18466,1299,17,4
923,42,D,2505,4528,486,28058,1820,11,1
924,33,B,6106,19263,1255,22563,2568,15,4
925,37,C,3799,1604,839,26472,1274,14,3
926,56,C,3929,6825,801,24752,1788,16,3
927,26,D,2575,4046,481,28074,1739,16,1
928,35,E,8248,60840,1433,29715,1603,18,7
929,55,A,5047,23208,926,20575,1653,15,4
930,50,C,3333,10405,788,25186,1679,14,2
931,27,C,3283,6754,818,26224,1224,11,3
932,47,E,8526,22263,1606,29299,1555,18,7
933,51,D,2764,5652,435,28254,2381,8,1
934,28,C,3508,8748,842,24615,1829,11,2
935,45,A,5992,18195,843,16026,1306,17,5
936,39,B,8160,22161,1174,22435,1552,15,7
937,26,D,1730,3029,492,28001,1888,11,0
938,25,B,8960,30236,1210,23096,1769,18,8
939,65,E,8011,44639,1978,29852,1896,21,7
940,36,C,3037,10531,715,24947,1599,14,2
941,48,C,2990,8425,920,26756,1710,15,2
942,47,D,3723,6421,530,28020,2020,14,2
943,36,C,3006,5107,689,26002,1444,14,2
944,37,D,3276,6266,503,27886,1806,12,2
945,32,E,7666,62959,1442,29398,2027,20,6
946,60,B,7303,24660,1237,22762,1688,20,6
947,14,A,5155,21322,763,14019,1440,13,4
948,51,A,6555,32288,976,16995,2002,16,5
949,24,E,8774,68154,1458,29819,1716,19,8
950,51,C,3253,6759,875,27272,1551,19,2
951,50,C,2738,9197,1023,24841,1963,15,1
952,47,D,2366,6175,533,27877,1628,12,1
953,42,E,8744,36712,2122,28923,1876,19,7
954,51,C,3090,3969,788,25702,1011,11,3
955,42,D,2267,4701,515,27888,1614,11,1
956,35,E,7941,56743,2304,29668,2289,18,6
957,34,B,6919,20812,1221,23080,1817,18,6
958,39,C,3295,11310,725,26022,1495,17,2
959,50,A,5135,20206,857,14629,2059,16,4
960,31,B,7280,23815,1248,22975,2027,19,6
961,41,E,7374,51762,1934,29067,1659,18,6
962,43,B,6733,20370,1242,22675,1322,18,6
963,29,C,3018,9832,783,26569,1426,18,2
964,32,E,8709,51917,2250,29402,1155,20,8
965,43,E,7143,22414,1541,29034,1956,17,6
966,36,A,5174,16199,1084,19051,1906,20,4
967,40,C,2741,2756,655,26953,1645,17,2
968,35,A,5060,30419,942,20126,2122,17,3
969,34,B,7066,19811,1278,22933,1749,18,6
970,34,C,2993,10390,1110,26749,1484,12,2
971,55,D,1750,2167,459,28119,1653,15,1
972,37,D,2840,3233,493,28259,1905,11,1
973,67,C,3258,10342,747,25165,1286,15,2
974,38,B,6405,11112,1075,23079,1032,18,6
975,45,C,3839,5867,838,25250,1200,15,3
976,43,E,9038,89294,1660,29485,1475,21,8
977,54,E,8392,48647,1552,29709,1460,18,7
978,40,C,3920,11663,845,25857,1929,17,2
979,37,B,8269,27331,1156,23152,1616,18,7
980,27,D,3681,6448,559,28270,1819,14,2
981,52,C,3652,9813,710,24747,1209,14,3
982,48,C,4094,14766,868,24747,1909,17,3
983,27,D,3296,6701,586,28224,2112,17,2
984,32,C,3413,10397,799,25262,1600,14,2
985,49,A,5415,16163,957,18100,1820,18,4
986,38,E,7244,24813,1000,29692,2211,18,6
987,36,D,2411,4396,574,28205,1835,8,1
988,44,D,1433,2920,556,28007,1988,10,0
989,42,A,4949,34057,834,20102,1769,15,4
990,50,B,7192,35116,1196,22441,1803,21,6
991,23,D,2733,4015,546,28019,1600,10,2
992,45,D,2396,4506,614,27978,1824,17,1
993,48,A,4665,13350,723,18366,1894,18,3
994,18,D,2401,5586,536,28241,1204,11,2
995,54,B,6317,16857,1298,22828,1660,16,5
996,48,D,2368,2757,462,28082,1623,11,1
997,33,B,6326,23007,1127,23264,1919,18,5
998,41,A,5767,14184,1369,16209,2043,18,4
999,38,B,6588,16618,1206,23176,2104,19,5
1000,41,C,2788,6640,696,24394,1274,16,2
1001,15,E,8150,51153,1658,29315,1628,18,7
1002,22,B,6317,11817,1065,22679,1331,18,5
1003,27,E,6796,60877,2444,29180,1453,19,6
1004,46,E,9167,69692,1440,29578,2137,16,8
1005,39,A,5643,27555,898,21917,1722,20,4
1006,18,B,6422,18943,1242,22465,1559,17,5
1007,47,D,3041,8701,538,28056,1568,12,2
1008,48,D,3243,4737,563,27901,2349,11,1
1009,42,E,10007,105908,2007,29426,1945,22,9
1010,34,E,7111,55833,2284,28991,1615,16,6
1011,38,D,2510,5111,547,28157,1963,11,1
1012,45,D,2198,4121,457,28013,1875,13,1
1013,39,A,5655,13285,1135,13309,1573,17,5
1014,47,D,2860,5830,537,28012,2365,14,1
1015,35,A,5741,33942,943,13685,1648,19,5
1016,12,A,4829,31050,719,18859,2241,18,3
1017,41,E,6382,50374,1932,29366,1736,18,5
1018,53,C,3690,7961,819,25374,1648,19,3
1019,33,D,2225,3407,573,28216,1286,14,1
1020,34,C,2983,7075,818,25020,1750,14,2
1021,42,A,4771,25270,1115,13476,2061,15,3
1022,46,B,7665,8509,1161,22687,2375,18,6
1023,45,A,4838,31063,1002,12440,1993,20,3
1024,38,C,3983,2512,701,24485,1672,16,3
1025,32,D,3206,6250,471,28168,2405,14,1
1026,43,E,7809,29174,1837,29598,1841,18,6
1027,57,C,3354,2583,788,27089,1543,11,2
1028,41,A,4471,30189,769,17596,1711,17,3
1029,43,E,8876,39149,1640,29548,1578,17,8
1030,51,E,7341,57881,1916,29523,1641,18,6
1031,53,E,7653,55131,1529,29269,1942,16,6
1032,41,A,5730,40366,1166,17827,1726,15,5
1033,43,A,5422,30777,975,21423,1067,23,5
1034,42,E,7657,14068,1916,29237,1579,14,7
1035,44,C,3499,4580,650,26665,1694,14,2
1036,35,A,5116,22208,1281,13208,1743,13,4
1037,31,B,5503,19747,1353,22961,1412,19,5
1038,31,E,7324,62889,1034,29492,1462,16,6
1039,28,B,6915,25618,1319,23220,1583,15,6
1040,45,E,7705,38961,1830,29582,1777,21,6
1041,32,B,7760,33973,1278,22643,1992,19,6
1042,43,E,8367,39621,1436,29202,1448,20,7
1043,51,C,4355,4834,780,26099,1723,17,3
1044,46,D,2303,2778,437,28069,2088,9,1
1045,36,E,7366,42147,1668,29842,2127,19,6
1046,40,A,5702,20126,941,15006,1657,18,5
1047,41,D,3304,9391,383,28041,1464,16,2
1048,31,E,8521,65863,2128,29076,1474,19,8
1049,26,E,9434,72719,1673,28914,1773,18,8
1050,52,A,4487,20977,764,18355,1671,12,3
1051,37,C,3527,123,864,26572,1094,13,3
1052,32,C,3486,5440,718,24710,1784,12,2
1053,27,A,5016,37322,1174,19891,1519,17,4
1054,41,C,2788,2880,782,24645,1464,14,2
1055,48,A,5712,25820,689,17676,1758,17,4
1056,39,A,4785,23554,968,14228,1117,18,4
1057,39,D,1305,2558,515,28069,1715,10,0
1058,54,E,7061,40151,1875,29770,1759,21,6
1059,38,D,2841,5722,481,28017,2029,12,1
1060,42,E,7953,68930,2382,29128,1437,19,7
1061,38,D,2512,6942,518,28188,2411,9,1
1062,47,D,2391,6070,508,28187,1415,11,1
1063,46,B,5810,23705,1133,22640,1510,19,5
1064,27,E,8419,42404,1711,29294,1815,17,7
1065,50,B,5660,17577,1186,23246,1472,17,5
1066,38,B,6223,27020,1159,22914,1711,21,5
1067,37,C,3630,4123,856,26032,1750,15,2
1068,34,D,3118,4006,491,28108,1551,9,2
1069,31,C,2912,6612,856,25652,1255,14,2
1070,41,E,9017,58913,1673,29840,1723,18,8
1071,22,D,1863,3549,556,28049,1627,13,1
1072,33,D,1450,1791,438,28097,2343,10,0
1073,44,A,5432,28929,1307,16285,2430,17,4
1074,50,C,3932,8932,886,25206,1416,13,3
1075,29,C,3842,771,700,26330,1913,15,2
1076,40,A,5195,30868,622,18764,1534,16,4
1077,42,E,7760,61382,1681,29185,1475,20,7
1078,45,A,5242,25540,820,15736,1880,13,4
1079,47,B,6270,15413,1072,23013,1734,16,5
1080,47,A,5438,24755,895,19866,1561,19,4
1081,36,D,2585,5477,482,28230,1774,14,1
1082,39,E,6820,64887,1686,28900,1777,20,6
1083,40,A,5363,13543,829,18988,1355,16,5
1084,41,D,2930,5599,540,27888,1318,16,2
1085,48,E,8946,72594,1899,29313,2223,20,7
1086,46,D,2886,5643,439,28257,2288,10,1
1087,27,D,2138,4221,488,28044,1489,10,1
1088,51,B,7019,27226,1014,22579,2008,20,6
1089,42,D,2528,4385,557,27939,1441,13,2
1090,37,B,4977,17660,1024,22695,1885,17,4
1091,39,A,5008,16872,796,13452,1426,16,4
1092,39,D,3167,5479,447,28151,1920,15,2
1093,43,E,8910,16951,1531,28890,1600,17,8
1094,38,E,7961,65992,1551,29706,2151,22,6
1095,36,C,3661,15285,887,26721,1860,15,2
1096,46,C,3903,12935,777,27230,1812,18,3
1097,38,C,3436,15990,793,25578,1786,17,2
1098,45,D,3498,5335,522,28092,2857,11,1
